sentence,entities,positive_negative
It’s time for Democrats to admit the truth.   The only reason they held today’s markup was to attack @realDonaldTrump. https://t.co/iv1RqhSrC0,democrats,-1
Democrats’ #NoBanAct isn’t about policy solutions – it’s about undermining this President. https://t.co/6MP3YSASuU,democrats,-1
"Back in January, @realDonaldTrump banned travel from China, taking swift action to save lives.  But today, Democrats are putting the #NoBanAct on the floor, which would strip @POTUS of that authority.  Democrats want to take away the President’s power to keep Americans safe.",democrats,-1
Democrats’ new “public safety” plan:   ❌ Defund the police ❌ Abolish ICE ❌ Open borders   What’s next – no laws at all? https://t.co/kC9KO23Ljv,democrats,-1
"If Democrats really wanted to put justice first, they’d stop the obstruction. https://t.co/cGvWPeOsTC",democrats,-1
"We have a chance to create meaningful reform through the #JUSTICEAct, but Democrats are blocking this critical legislation.   Democrats need to be willing to work across the aisle so we can get something done for the American people.",democrats,-1
"Last Congress, Republicans and Democrats worked hand-in-hand with @realDonaldTrump and the @WhiteHouse to pass historic criminal justice reform.   But rather than working together on police reforms, Democrats chose to draft a bill behind closed doors with no Republican input. https://t.co/55cAlFW5oR",democrats,-1
He failed with the Russia collusion hoax.   And then sham impeachment.  Now Nadler wants to impeach the President *again*?  This is more than an abuse of power. Democrats are trampling over the Constitution simply because they don’t like @realDonaldTrump. https://t.co/2JRd5hwEvF,democrats,-1
"Contrary to what the Democrats want you to believe, General Flynn wasn’t charged with Russian collusion.  He was wrongly charged with lying to the corrupt cabal at the FBI that desperately tried to take down @realDonaldTrump in 2016. https://t.co/YzptjNOtG2",democrats,-1
"Democrats delayed and delayed while small businesses suffered.   But as soon as we return to Washington, the first action they take is forming a Select Committee to investigate @realDonaldTrump's response to #COVIDー19.  Now more than ever, it's clear where their priorities lie.",democrats,-1
".@realDonaldTrump requested additional funding for #PPP weeks ago, but Democrats have left American workers and small businesses waiting.   Congress has the responsibility to look out for both the health of the American people and the economic health of our country. https://t.co/yy5X65JNoP",democrats,-1
RT @GOPLeader: 4.4 million. That’s how many Americans lost their jobs in the last week—the exact time span that Democrats let the Paycheck…,democrats,-1
"Congress must pass additional funding for the #PaycheckProtectionProgram immediately.   Democrats are dragging out negotiations, but we need to get this done NOW.   Our small businesses are counting on us. https://t.co/MXW3X37zvY",democrats,-1
Senate Democrats just blocked additional funding for small businesses.  These funds are absolutely critical to ensuring American workers keep their jobs and small businesses stay afloat.   Democrats should be ashamed for putting partisan politics over Americans' livelihoods.,democrats,-1
"Millions of Americans are losing their jobs. Meanwhile, Democrats are working to... offset airline carbon emissions.  Democrats are taking advantage of this pandemic to check items off their wishlist while watching the American people suffer, and it’s truly horrifying. https://t.co/lQATB20EzB",democrats,-1
I’m glad Democrats finally chose to put politics aside and join Republicans in prioritizing the health and safety of the American people.  This emergency #coronavirus funding will provide the @POTUS and @VP with the support needed to fight this public health crisis.,democrats,-1
"Today’s #McGahn ruling confirms what Republicans have said all along. Getting executive branch information takes time and accommodations. Democrats threw a temper tantrum by demanding information in the manner, form, and forum of their choosing. https://t.co/VXe17AEDXO",democrats,-1
The Democrats’ request today is another attempt to distract from the job they’ve failed to do:  → reform #FISA  → address the abuse that has plagued our nation the last three years  They only care about taking down President @realDonaldTrump.  https://t.co/BkM9irXynT,democrats,-1
Democrats are playing games with #FISA reform because they don’t want to acknowledge the fact that our intelligence community abused its power to attack @realDonaldTrump’s 2016 campaign. https://t.co/0guA1VGBeB,democrats,-1
"Democrats have spent the last three years trying to take down @POTUS.   But even in the midst of Democrats’ baseless and partisan attacks, @realDonaldTrump hasn’t stopped delivering on his promises to the American people. https://t.co/ttdy2TZabq",democrats,-1
"Instead of focusing on taking down @POTUS, why don’t Democrats turn to real issues that American people actually care about—like infrastructure or lowering the cost of prescription drugs?   @realDonaldTrump has a proven record of results. All Democrats have is a political agenda. https://t.co/xjaReY6HNy",democrats,-1
#HR5581 is the Democrats' way of testing how far they can go in attempts towards taxpayer funded counsel for foreign nationals. https://t.co/dya5ueLUrX,democrats,-1
"Instead of expressing appreciation for what this president has been able to accomplish with regard to security, Democrats have decided to markup #HR2214—which effectively eviscerates the ability of the administration to take quick and decisive action to protect our homeland. https://t.co/k9bV8wEeDH",democrats,-1
"If Democrats got their way and H.J. Res 79 was signed into law, the unlimited right to take an unborn child’s life would forever be enshrined in the Constitution.   A vote against H.J. Res 79 is a vote to protect life. #ProLife https://t.co/20HtVCTA5i",democrats,-1
"Last night's failure was just as much of a disaster as this #ShamImpeachment in the House.   When Democrats are put in the spotlight, one thing becomes clear: They're not ready for primetime.",democrats,-1
"House Democrats have sacrificed House rules and the standard for impeachment because they have no plan, no purpose, and no shot of winning the 2020 presidential election.   Democrats have one goal and one goal only: Defeating @realDonaldTrump. https://t.co/PddDBnyIIJ",democrats,-1
The president’s team did a great job knocking down Democrats’ weak case for this political impeachment.   The facts are clearly on @realDonaldTrump’s side. https://t.co/5y0wXl4EeA,democrats,-1
"The Democrats should have allowed the courts to do their job, but they refused. Obstruction of Congress does not stand, nor does abuse of power. https://t.co/vliCuPJFI5",democrats,-1
"As Philbin said just now: The easier you make it to impeach a president, the more time we will waste on future partisan impeachments.   By significantly lowering the standard for impeachment, Democrats risk making impeachment routine for future presidents. https://t.co/68vY3I2uS2",democrats,-1
"The means, motive, and opportunity for House Democrats have been crystal clear from day one.   Motive: 2020 election Means: #ShamImpeachment Opportunity: November 2018, when Democrats took the House https://t.co/2ON40r9TOs",democrats,-1
"RT @JudiciaryGOP: “And while Democrats have been pursuing their baseless impeachment against President @realDonaldTrump, he has never stopp…",democrats,-1
"“He is a dictator. This must not stand,” Chairman Jerry Nadler.   If it wasn’t clear before that this #ShamImpeachment was about nothing more than Democrats' pure dislike of @realDonaldTrump, it certainly is now. https://t.co/u0O057pMl7",democrats,-1
"Over a week ago, the Senate passed legislation to extend the fentanyl ban, but Chairman Nadler and Speaker Pelosi have been so consumed with impeachment, they’ve failed to do their job.   While Democrats are playing politics, the ban on a deadly drug hangs in the balance.",democrats,-1
"Democrats had no case in the House, so they delivered two of the weakest articles of impeachment to the Senate, hoping they would do their job for them. #ShamImpeachment https://t.co/bYt8idU0sK",democrats,-1
"The only reason Democrats are impeaching @realDonaldTrump is because they don’t trust the American people to choose their candidate in November.   Schiff even admitted it yesterday when he said, “we cannot be assured that the vote will be fairly won.” https://t.co/PG6M3Q4xsp",democrats,-1
"Democrats know they can’t win on the facts, so they’re doing everything possible to undermine President @realDonaldTrump.   This is why you’re seeing what you’re seeing on the Senate floor. #ShamImpeachment https://t.co/QJEd4TlhE2",democrats,-1
RT @SenateGOP: Did you read Democrats' 111-page 'impeachment brief'?   We did.   They say they have 'overwhelming' or 'compelling' evidence…,democrats,-1
"Despite Democrats’ best attempts to distort the truth ahead of the 2020 election, the central facts never change.    President @realDonaldTrump did nothing wrong. https://t.co/6W0erpzD5Q",democrats,-1
Chairman Schiff restricted Republican witnesses in the House.   Rules Committee Democrats claimed 'plenty of witnesses were called.'   Now Adam Schiff is calling for more?   House Democrats don’t get a do-over in the Senate. #ShamImpeachment,democrats,-1
This impeachment has always been about one thing: Democrats’ utter dislike for @realDonaldTrump.  Speaker Pelosi sealed the deal when she declared this president is “impeached for life.” https://t.co/vWbW0OYRPd,democrats,-1
"Democrats' impeachment fixation comes at a dangerous cost.  A ban on fentanyl—which could save countless lives—expires next month. The Senate passed an extension on the ban, but the House has yet to play its part.  We must act now. https://t.co/XLHEjHEMP4",democrats,-1
"Don’t be fooled. This #ShamImpeachment is not a somber moment for Democrats.   If they were truly reverential, they wouldn’t hand out commemorative pens.   They’re not reverential. They’re celebrating. https://t.co/Lz8nEcsV5w",democrats,-1
"Democrats want the Senate to continue the House’s investigation, but that’s not how this works.   It’s not the Senate’s job to clean up after House Democrats.",democrats,-1
"Trying to bolster a weak case right before the articles go to the Senate won’t convince the American people the Democrats ever had a case.   For Democrats, it's about politics—not facts. https://t.co/129Og5fAxT",democrats,-1
"Adam Schiff claimed Democrats have always had a sense of urgency, yet Speaker Pelosi held the articles for a month. #ShamImpeachment",democrats,-1
"Let me be clear: I do not believe Democrats are in love with terrorists, and I apologize for what I said earlier this week. (1/5)",democrats,-1
"For the sake of this country, Democrats need to either make their case or move on.  It’s time to stop playing games with this #ShamImpeachment so we can tackle the real issues Americans sent us here to fix. https://t.co/CCALluPNwr",democrats,-1
Democrats claimed that impeachment was their “solemn duty” only to then use the articles as political leverage.   Their true intentions are clear: Democrats would rather take cheap shots against @realDonaldTrump in 2020 than pass legislation that serves the American people. https://t.co/WJwBsCDsew,democrats,-1
Where was Speaker Pelosi’s call for a war powers resolution when the Obama Administration unilaterally authorized drone strikes?   Don’t be mistaken. This resolution is nothing more than a political stunt to cover up Democrats’ lack of a legislative agenda. https://t.co/HtW1k9QdYE,democrats,-1
4.2 million people. That’s how many Americans have confirmed cases of coronavirus. @senatemajldr and Senate Republicans need to get serious about fighting this virus and work with Democrats to pass the policies in the #HeroesAct!,democrats,1
It’s hard to imagine how many Americans were hurt by @senatemajldr “pause” to responding to the virus. They can’t afford any more waiting. Senate Republicans must join Democrats in supporting the #HeroesAct’s measures to put money in workers’ pockets.,democrats,1
"Police officers must be accountable to the communities they serve. Led by @TheBlackCaucus, Democrats in both the House and Senate are fighting to increase police accountability and transparency. #JusticeInPolicing #SayHerName https://t.co/VSxxVPaAEo",democrats,1
RT @OversightDems: Democrats seek protections for inspectors general after Trump attacks https://t.co/H60awRVEBJ via @politico,democrats,1
"#FamiliesFirst means protecting small businesses nationwide. That’s why Democrats fought for &amp; won an expansion of fast relief for small businesses – and made rent, mortgage and utility costs eligible for SBA loan forgiveness.",democrats,1
RT @SpeakerPelosi: Democrats will never stop extending the hand of friendship to get the job done #ForThePeople. We will work to find commo…,democrats,1
"The #StateOfHealthCare is: Democrats fighting to finally lower prescription drug costs and expand care, while Pres. Trump and Republicans try to rip care away. #SOTU https://t.co/FTr3C6BaR1",democrats,1
"Last night, New Jerseyans re-elected terrific frontline Democrats @RepJoshG, @RepSherrill, @RepMalinowski, and @RepAndyKimNJ. Congratulations to all of you, let’s get to work!",democrats,1
RT @WSJ: Democrats on the Foreign Relations Committee say that several hundred U.S.-bound migrants were rounded up in Guatemala and returne…,democrats,1
RT @SenateDems: A vote for Judge Amy Coney Barrett is a vote to eliminate health care for millions.  Democrats are fighting for Americans'…,democrats,1
RT @SenSchumer: Democrats are fighting for Americans' health care.  A vote by any Senator for Judge Amy Coney Barrett is a vote to rip away…,democrats,1
RT @SenateDems: A vote for Judge Amy Coney Barrett is a vote to end the healthcare law in the middle of the COVID pandemic.  Democrats are…,democrats,1
RT @NJTVNews: Democrats decry Trump's late-term Supreme Court nominee. @CruzNJTV reports. https://t.co/djdi65Qpgs | @corybooker @SenatorMen…,democrats,1
RT @HouseForeign: Chairman @RepEliotEngel &amp; @SenatorMenendez lead Democrats in calling on USAGM to renew foreign national journalist visa e…,democrats,1
RT @sabrod123: 20+ Democrats — led by @SenatorMenendez and Rep. @BillPascrell — have introduced legislation to establish an inspector gener…,democrats,1
"RT @ZcohenCNN: Democrats @SenatorMenendez, @SenJackReed &amp; @DickDurbin are demanding answers from SecDef Esper &amp; Secretary of State Pompeo r…",democrats,1
"Democrats are eager to do the people’s business—to ensure first responders have the resources they need, to keep lights on at city hall, public workers on the job, kids in school, streets safe, buses &amp; trains running on time.  It’s time for Republicans to join us and get to work. https://t.co/M1hzoQz1qi",democrats,1
RT @ppglobe: Thank you @SenatorMenendez and #SFRC Democrats for your vision on a US global response to #COVID19 that addresses threats to w…,democrats,1
BREAKING: Just introduced the COVID-19 International Response and Recovery Act with my fellow #SFRC Democrats which authorizes over $9 billion in funding to ensure the Trump Admin actually works with the international community to stop the spread of #COVID19. https://t.co/UkyKHOhUNb,democrats,1
"Not only were Democrats able to win over $300 billion for #SmallBiz, but we secured greater protections to ensure our small businesses most in need can access it, including dedicated funding for small lenders and community-based financial institutions.",democrats,1
"With today’s unanimous vote, Democrats once again showed that by standing strong we can deliver better results for the American people. https://t.co/7XZvS6xaon",democrats,1
The staggering differences couldn’t be clearer.  While Democrats are pushing for hazard pay and medical supplies to our frontline workers...  ...Trump’s White House is pushing for tax cuts to the wealthiest Americans. https://t.co/sE64A1CcYB,democrats,1
"RT @CraigCaplan: Senate Impeachment Trial Question 152 by Democrats Wyden, Menendez and Brown to House managers: 'Has the President engaged…",democrats,1
"RT @CraigCaplan: Senate Impeachment Trial Question 116 from Democrats Senators Bennet, Menendez and Schatz to House managers (Nadler) on Pr…",democrats,1
BREAKING: The revelation that Ambassador Yovanovitch may have been under close surveillance requires immediate action.  22 Democrats are demanding @SecPompeo give a full accounting of the steps the @StateDept is taking to investigate. https://t.co/aN2QndpVGP,democrats,1
"Between now and the end of the year, we have very important things to do for the nation in the U.S. Senate – including a #coronavirus relief bill. @SenateGOP is ready to get that work done, while Democrats have blocked our path at every turn. https://t.co/K7sK9THxw6",democrats,-1
RT @SenateGOP: 🔥 @SenJohnBarrasso:  My question for @NYGovCuomo + Democrats who think like him:  Why is it bad news?  That America could co…,democrats,-1
RT @SenateGOP: Operation Warp Speed surpassed ALL expectations.  The vaccine has always been a top priority for Republicans.  But Democrats…,democrats,-1
"Republicans are fighting to grow the economy. Democrats are fighting to grow the government. Democrats want to shut down the economy again, get rid of fossil fuel jobs &amp; raise taxes. @realDonaldTrump is the one who can rebuild this economy &amp; lead the great American comeback. https://t.co/ssGWdyIDrM",democrats,-1
"Democrats’ delay tactics &amp; defamation continue, but @SenateGOP is committed to Judge Barrett. We will confirm this exceptional nominee regardless of the seek-and-destroy mission that Democrats have launched. https://t.co/0H4Na5rUd3",democrats,-1
.@SenSchumer &amp; @SpeakerPelosi have once again blocked #COVID19 relief. They think it gives them a better chance of winning the election. This is a calculated political decision by Democrats. Americans deserve better from those who claim to represent them. https://t.co/sH4XDjm9jy,democrats,-1
"Democrats are blocking another vote on relief for #coronavirus. @SpeakerPelosi &amp; @SenSchumer need to set aside their political demands, wasteful spending &amp; opposition to more money for a lifesaving vaccine. Now is the time to make an agreement that would benefit Americans. https://t.co/U9TKYs0OmY",democrats,-1
"People need help recovering from #COVID, but @SpeakerPelosi is moving the goalposts on aid. @SenateGOP will put a targeted &amp; commonsense bill on the floor next week. We will see if Democrats support it or if @SpeakerPelosi keeps her hand on the kill switch so nothing gets done. https://t.co/T1meMXr6AM",democrats,-1
"Judge Amy Coney Barrett is supremely qualified to serve on the Supreme Court. Despite multiple attacks by Democrats, Judge Barrett continues to be incredibly impressive and professional throughout the Judiciary Committee’s nomination hearings. #ConfirmACB #FillTheSeat https://t.co/TbxhMZ6iow",democrats,-1
"Democrats continue to attack Judge Barrett on her health care stance during #SCOTUS hearings. This is absurd. Judge Barrett has a child with special needs &amp; knows health care is vital. She is well qualified for #SCOTUS &amp; would apply the law fairly, not legislate from the bench. https://t.co/jCEOmHr4KF",democrats,-1
"People still need help recovering from #coronavirus. @realDonaldTrump is right in wanting to give help in a targeted way. @SenateGOP can work with Democrats on the cost of the bill, but we ought to limit the contents so it is not a liberal wish list. https://t.co/wLZ2WYAZIV",democrats,-1
RT @SenateGOP: Conference Chairman @SenJohnBarrasso:  The Democrats have truly become unhinged.  Chuck Schumer’s theatrics and fearmongerin…,democrats,-1
"Judge Barrett is being well received by @SenateGOP. Everyone who has talked to her sees that she is well qualified for #SCOTUS. Meanwhile, Democrats are attacking her, her family, &amp; her faith, &amp; they will continue to throw everything at her to slow down the nomination process. https://t.co/9ONy8TRkfV",democrats,-1
Putin uses uranium as a geo-political weapon by undercutting WY &amp; other states’ uranium producers by flooding the market with cheap nuclear fuel. This is a threat to US energy &amp; national security. I look forward to working with Republicans &amp; Democrats to pass this bill.,democrats,-1
"Any of the women on @realDonaldTrump’s #SCOTUS list would be a tremendous addition to the Court. @SenateGOP will want to hear what the #SCOTUS nominee has to say, study their record &amp; go to nomination hearings. Meanwhile, Democrats are going to go on a seek &amp; destroy mission. https://t.co/o26SEKChDA",democrats,-1
".@realDonaldTrump is going to make a #SCOTUS nomination this week &amp; the Senate will vote on it before the end of this year. If the Democrats win the White House &amp; the Senate &amp; have the House, they will change the rules &amp; expand the number of members on the Court. https://t.co/7RlmwJKeJE",democrats,-1
"On #MTP I told @chucktodd if the shoe were on the other foot &amp; Democrats had the White House &amp; Senate they’d try to confirm another member of SCOTUS. What Republicans are proposing is precedent. If the White House &amp; Senate are of the same party, they go forward with confirmation. https://t.co/182D8KuBaM",democrats,-1
"Congress really should be working towards bipartisan solutions on #coronavirus, but Democrats keep obstructing. They’re going to continue to obstruct all the way until Election Day, putting politics first &amp; American families last. https://t.co/mSA2sQCOpg",democrats,-1
RT @SenateGOP: Stronger trade deals. Killing terrorists. National security tools. Justice reform. Coronavirus relief.   Democrats spent the…,democrats,-1
Democrats have hung the American people out to dry. @SenateGOP proposed targeted #coronavirus relief for those hardest hit. Democrats clearly have different goals in mind: playing games for political gain. Republicans will continue to fight for Americans. https://t.co/U31mzZYrhx,democrats,-1
"Democrats have a chance to join Republicans today &amp; vote to give Americans the targeted #coronavirus relief bill they want. Instead, Democrats continue to play politics with this critical bill that will help put the disease in the rear view mirror. https://t.co/9swo5ahJRi",democrats,-1
"I care a lot about the suffering of people around the country. Republicans want to vote on helping get people back to work, helping kids get back to school &amp; putting #coronavirus behind us. Democrats are once again playing politics &amp; saying no to the needs of the American people. https://t.co/jVFX5TortH",democrats,-1
The @SenateGOP is offering a targeted relief bill for those hardest hit by #coronavirus. We focus #PPP on small businesses most in need &amp; are fighting to put #coronavirus behind us. Democrats should work with us— Americans deserve &amp; need our help. https://t.co/blKtLk1uIf,democrats,-1
"We need to keep the government funded &amp; functioning, but it’s not beyond @SpeakerPelosi to play politics with this. Democrats just want to add more to the national debt with additional spending. We need to end government shut downs permanently. https://t.co/hBLHdUqSIp",democrats,-1
"Aug. jobs report showed 1.4 mil. rise in employment &amp; unemployment fell to 8.4%. 4 months in a row now, Americans safely &amp; sensibly got back to work. Republicans want to pass targeted &amp; focused relief to get millions more people back on the job. Democrats are blocking this help.",democrats,-1
"Democrats have surrendered to the mob. @realDonaldTrump had a strong message of law &amp; order last night at the RNC. If @JoeBiden becomes president, funding for law enforcement will be slashed leaving all Americans less safe. https://t.co/lhbE6eFP5X",democrats,-1
"Democrats don’t want a deal. That’s why they continue to throw up roadblocks that keep us from moving forward with a #coronavirus relief bill that the American people want. We need to focus on tackling this disease, getting people back to work and our kids back to school safely. https://t.co/u3tVUTtR2s",democrats,-1
RT @SenateGOP: Republicans have a plan to beat COVID.  We’re ready to work across the aisle to help Americans.  And the Democrats?  They’re…,democrats,-1
RT @SenateGOP: Republicans voted to renew bonus federal unemployment benefits.   Democrats blocked it.  Then benefits expired for millions…,democrats,-1
"RT @sheridanmedia: New post: Senator Barrasso: ‘Democrats’ Wild, Willful, Wasteful Spending Must Stop’ https://t.co/qhirxzIDDp",democrats,-1
".@SpeakerPelosi’s #coronavirus bill won’t pass &amp; is wasting time. Republicans will hold the line on reckless spending &amp; ensure our next relief bill only includes things directly related to the virus. For the nation’s good, wild, willful, wasteful spending by Democrats must stop. https://t.co/Vcdahtvfzy",democrats,-1
"We need another #coronavirus bill, &amp; it needs to help get people back to work, get kids back to school, save lives, &amp; provide liability protection. But the Democrats’ plan is just @SpeakerPelosi’s handout heaven. We can’t continue to pay people more to sit at home. https://t.co/fhMflPHbnc",democrats,-1
".@SpeakerPelosi has surrendered to the mob. It shows you how radical, out of touch &amp; dangerous Democrats have become in partnering with the socialists, Marxists &amp; anarchists. This is a dangerous coalition for our country. https://t.co/qScQqp7AoV",democrats,-1
".@SenatorTimScott’s #JUSTICEAct is practical legislation that makes bipartisan justice reform a reality. Rather than defund the police, we must improve training, accountability, transparency, recruiting &amp; community engagement. Democrats should join this effort. https://t.co/AYTovfKuDP",democrats,-1
RT @SenateGOP: Economists → wrong  Democrats → wrong  'Experts' → wrong  America is coming back.  And we’re coming back strong.  🇺🇸💪 https:…,democrats,-1
RT @EPWGOP: Chairman @SenJohnBarrasso: “Democrats in the House should follow the Senate’s lead. It’s time to find real solutions for the Am…,democrats,-1
.@SenateGOP had a great meeting with @realDonaldTrump yesterday to discuss getting people back to work &amp; getting #coronavirus behind us. The Democrats’ current plans will not actually help America &amp; Americans recover from this crisis. https://t.co/ZqFqfzEz97,democrats,-1
".@SpeakerPelosi’s $3 trillion #coronavirus bill is a giveaway to Democrats’ favored groups. This isn’t a solution for the crisis facing America. What we see here is a partisan, political playbook. It's the Democrats’ agenda for the 2020 election. https://t.co/FMO0uPDuDq",democrats,-1
Millions of Americans who work for small businesses should not be used as bargaining chips by @SenSchumer &amp; @SpeakerPelosi. Republicans are offering a solution to keep businesses alive &amp; keep people on payroll. Democrats need to stop playing politics with our economic survival.,democrats,-1
"Great news, but funds for this critical program will run out leaving many Wyoming businesses out in the cold. Democrats need to stop holding small businesses hostage and agree to additional funding for this successful, bipartisan program immediately.",democrats,-1
RT @SenateGOP: Tax breaks for solar panels?  For wind turbines?  Democrats are holding up a rescue mission for the American people over air…,democrats,-1
RT @SenateGOP: ✅ PHASE 1: Passed March 5   ✅ PHASE 2: Passed March 18   ❌ PHASE 3: Delayed by Democrats   The American people need action N…,democrats,-1
RT @SenateGOP: Conference Chairman @SenJohnBarrasso:  Just read these papers of DEMANDS from Democrats!  THAT'S where the problem is.  We n…,democrats,-1
"Tonight, Democrats blocked emergency coronavirus legislation drafted in a bipartisan way, to provide immediate relief for American families. Democrats need to put partisan politics aside and join us in passing emergency funding to help Americans and stabilize our economy now.",democrats,-1
RT @SenateGOP: Conference Chairman @SenJohnBarrasso:  It has been disturbing to watch the politicization of this process by the Democrats.…,democrats,-1
We need to find common ground on health care. The American people don’t want Democrats’ radical health care schemes that take insurance away from 180 million Americans who get it from work &amp; give “free” insurance to illegal immigrants while raising our taxes to pay for it. https://t.co/rt7zgn3RQT,democrats,-1
"Democrats are in disarray. For all their anger and outrage, they’ve failed to tap into all of the great things happening in America. Republicans, however, have a results-driven agenda. The economic renaissance we’re seeing is a direct result of Republican pro-growth policies. https://t.co/KcMC8cEmLx",democrats,-1
"I invite Democrats to join us – join us in working for a stronger economy, a safer America, lower costs for prescription drugs, and rebuilding our roads and bridges.",democrats,-1
"Republican caucuses went smoothly with a big win for @realDonaldTrump. The Democratic caucuses were a complete disaster. Democrats want to be in charge of the country, but they can’t even count their own ballots. #IowaCaucus https://t.co/MFGpedmHt7",democrats,-1
"The Democrats may try to throw a couple of Hail Mary passes, but the way #impeachment is going to end will be with @realDonaldTrump being acquitted – found not guilty – by the Senate. https://t.co/f7VXmjpDGB",democrats,-1
Our economy is doing so well &amp; consumer confidence is so high that impeachment is the only thing Democrats can do to try to beat @realDonaldTrump. The momentum among Republican senators is clearly moving toward ending this trial. https://t.co/7ryB3pYait,democrats,-1
"The House could have called all these witnesses and chose not to. As senators, we have a responsibility to not allow this to become a circus. That’s what Democrats are trying to do. https://t.co/5co5LSG2aQ",democrats,-1
"Today, we heard a presentation that was strong, that was clear &amp; that completely undermined the case of Democrats against @realDonaldTrump &amp; undermined the credibility of @RepAdamSchiff. I look forward to hearing more from the White House team in the coming days. https://t.co/qwMTLdSxnJ",democrats,-1
"Every day spent on the impeachment of @realDonaldTrump is time not spent on what people actually care about. The longer Democrats drag this out, the longer it will take us to get to the work Americans want us to be doing. @MariaBartiromo @FoxBusiness. https://t.co/qr3DK0mMKc",democrats,-1
This whole impeachment charade isn’t just about the president. Democrats also want to remove certain Republican senators from office and take back the Senate. @SenatorTimScott and I talked with the media about this and more. https://t.co/BCV7TjIYlK,democrats,-1
RT @SenateGOP: Did you read Democrats' 111-page 'impeachment brief'?   We did.   They say they have 'overwhelming' or 'compelling' evidence…,democrats,-1
"On @Varneyco,  I talked about Democrats’ impeachment brief, which claims 13 times that evidence against @realDonaldTrump is overwhelming. If that were true, why do Democrats now claim the Senate needs to hear from more witnesses? https://t.co/iYWP4MgGlQ",democrats,-1
"It’s time for the Democrats to stop wasting the American people’s time on #impeachment. Congress needs to focus on the issues that Americans care about including highway infrastructure, lowering the cost of prescription drugs, and securing our border. https://t.co/wkI72bBjdA",democrats,-1
Democrats are pushing a one-size-fits-all government-run health care system fueled by higher taxes. Republicans are focused on protecting people with pre-existing conditions and lowering the cost of care.,democrats,-1
RT @charliekirk11: If BLM &amp; ANTIFA can riot in the streets you can have Thanksgiving in your home. Don't let Democrats tell you otherwise.,democrats,-1
"RT @GOP: While Democrats fight amongst themselves, Republicans are going to hold the line against the Democrat Party’s radical agenda of de…",democrats,-1
"RT @JudiciaryGOP: August 24, 2020.  'This is about [the Democrats] wanting chaos and confusion...   They know that on Election Day, Preside…",democrats,-1
"This is happening in cities run by Democrats that were burned &amp; looted by left-wing anarchists throughout the summer, followed by defunding the police.  This is not happening in Conservative, law-abiding cities and towns.  The reasons are obvious &amp; shouldn't surprise you. . . . https://t.co/R6I7ZLRRVB",democrats,-1
RT @thehill: Sen. Kelly Loeffler: 'There's little Democrats fear more than strong conservative women.' https://t.co/FVWBoP0U61,democrats,-1
"RT @MrAndyNgo: Threatening messages sent to Democrats blamed on Proud Boys actually came from Iran, FBI says. The foreign disinformation wa…",democrats,-1
"RT @MrReaganUSA: Never forget, Trump was impeached by the democrats because he looked into Joe Biden's corruption.",democrats,-1
"RT @GOPLeader: The Democrats don't like Judge Amy Coney Barrett, just because President Trump nominated her. So they threaten to add more j…",democrats,-1
RT @GReschenthaler: Democrats’ Trump Derangement Syndrome has hit an all time high.   They will literally do anything to remove him from of…,democrats,-1
"RT @GOPLeader: Democrats are obsessed with President Trump. First they failed at impeachment, &amp; now they are wasting the country’s time wit…",democrats,-1
RT @GOPLeader: The latest 'stimulus package' that Nancy Pelosi has been scheming is the same liberal wishlist that Democrats jammed through…,democrats,-1
RT @Jim_Jordan: Democrats:  -Defund the police -Don’t keep your neighborhood safe -Lockdown your state  -Have enough time for bogus “invest…,democrats,-1
"RT @IngrahamAngle: Trump campaign just needs to show this on a loop.  If elected, Democrats will treat all Americans like this.",democrats,-1
RT @Jim_Jordan: Democrats still haven’t accepted the 2016 election results.   They’re threatening to riot when Joe Biden loses.  AND Hillar…,democrats,-1
RT @SteveScalise: 🚨 Democrats once again blocked the bill to extend PPP aid to small businesses.  They'd rather play politics and fantasize…,democrats,-1
"RT @GOPLeader: Months ago, all 100 Senators, Democrats &amp; Republicans alike, passed a bill to stop the influence of the Chinese government-f…",democrats,-1
RT @GOPLeader: Senate Republicans voted on legislation this week to help hardworking Americans during the pandemic.   But Democrats despise…,democrats,-1
"RT @HouseGOP: While Democrats want to ❌defund, ❌dismantle, and ❌destroy.   Republicans want to 𝐫𝐞𝐬𝐭𝐨𝐫𝐞 our way of life, 𝐫𝐞𝐛𝐮𝐢𝐥𝐝 our economy…",democrats,-1
"RT @Jim_Jordan: Democrats:  Won’t condemn the mob, but blame Republicans for the chaos in liberal cities.  Won’t stop the violence, but ref…",democrats,-1
"RT @GOPLeader: Democrats want to Defund, Destroy, and Dismantle our country.   Republicans want to Renew, Restore, and Rebuild America. We'…",democrats,-1
RT @HouseGOP: Democrats have falsely claimed that a lack of funding   (which doesn’t exist)   will prevent the postal service from handling…,democrats,-1
RT @HouseGOP: Nancy Pelosi just admitted that Democrats are blocking unemployment benefits for political reasons...   “I don’t think strate…,democrats,-1
RT @HouseGOP: Take it from the @USPS.  Democrats are deliberately spreading misinformation in an effort to undermine our elections and atta…,democrats,-1
"RT @HouseGOP: Democrats' baseless and irresponsible claims are not about the best interest of the USPS, but are merely an attempt to scare…",democrats,-1
"RT @HouseGOP: Democrats decided to buck bipartisan priorities that would bring real relief to struggling Americans, choosing to advance the…",democrats,-1
RT @HouseGOP: Democrats have repeatedly blocked common sense legislation from passing – holding any efforts hostage in an attempt secure th…,democrats,-1
